entry_fee_foreign_inr,open_hours_tue,description,open_hours_sat,last_verified,famous_for,access,entry_fee_child_indian_inr,connectivity,district,distance_from,visitor_tips,tips,seasonal_hours,nearby_attractions,suitable_for,lng,food_specialties,entry_fee_adult,aka,entry_fee_adult_indian_inr,open_hours_sun,stay_and_food,accessibility,taluka,avg_visit_mins,open_hours_fri,entry_fee_camera_fee_inr,open_hours_mon,temple,name,best_months,entry_fee_child,open_hours_wed,state,location,notes,id,lat,rating,city,type,village,disclaimer,entry_fee_foreign,open_hours_thu,festival_crowds,heritage,fees,darshan_timings,country,highlights,tags
,06:00-20:00,"A vast seasonal salt marsh in the Thar Desert, famed for its blindingly white salt flats stretching to the horizon, surreal sunsets and full‑moon nights, and winter cultural festival (Rann Utsav) showcasing Kutchi crafts, music, and dance; typically accessed via Dhordo, north of Bhuj.",06:00-20:00,2025-09-01,"endless white salt flats, full‑moon glow, Rann Utsav cultural fair, sunset views, mirror‑like wet salt pans post‑monsoon",,,,,,,,,"['Kala Dungar (Black Hill)', 'Kalo Dungar Dattatreya Temple', 'Banni Grasslands', 'Kutch Desert Wildlife Sanctuary', 'Bhuj city (Aina Mahal, Prag Mahal)']","['photographers', 'couples', 'family', 'solo', 'group', 'culture seekers', 'nature']",69.46,,100,,,06:00-20:00,,"{'wheelchair': 'partial', 'public_transport': False, 'parking': True}",,180,06:00-20:00,,06:00-20:00,,Great Rann of Kutch (White Desert),"Nov, Dec, Jan, Feb",50,06:00-20:00,Gujarat,,"Entry requires a simple online/on‑site permit (carry ID); surfaces are glaringly bright—bring sunglasses, hat, sunscreen, and water. Best experienced at sunset or on full‑moon nights. Roads can be restricted in monsoon when the flats are waterlogged.",P_00053,23.83,4.8,Dhordo (near Bhuj),nature,,,100,06:00-20:00,,,,,India,,"salt desert, white rann, Rann Utsav, sunset, full moon, photography, culture"
,06:00-18:00,"Among India’s largest protected areas (~7,506 sq km) spanning the Great Rann’s seasonal saline wetlands and salt flats; famed for ‘Flamingo City’ breeding grounds of greater flamingos, fossil-rich ‘bets’ (island hills) like Khadir, and proximity to the Harappan site of Dholavira; civilian access to northern sectors requires special permits due to the international border.",06:00-18:00,2025-09-01,"Flamingo breeding (Flamingo City), vast seasonal saline wetlands, desert and mudflats vistas, proximity to Dholavira",,,,,,,,,"['Dholavira (UNESCO World Heritage)', 'Great Rann of Kutch (Dhordo–White Desert)', 'Kala Dungar (Black Hill)', 'Banni Grasslands']","['birders', 'photographers', 'nature', 'adventurers', 'researchers']",70.44,,250,,,06:00-18:00,,"{'wheelchair': 'partial', 'public_transport': False, 'parking': True}",,240,06:00-18:00,,06:00-18:00,,Kutch Desert Wildlife Sanctuary,"Nov, Dec, Jan, Feb",150,06:00-18:00,Gujarat,,"Seasonally inundated; transforms to salt desert after Oct–Nov as waters recede. Northern reaches beyond India Bridge require security permissions; plan logistics from Bhuj/Khavda or Dholavira. Carry water, sun protection, binoculars, and ID. Local conditions, access gates, and fee schedules can change—confirm before travel.",P_00054,23.91,4.7,Kutch (Great Rann region; access via Bhuj/Khavda),nature,,,1200,06:00-18:00,,,,,India,,"wildlife sanctuary, salt desert, Flamingo City, Rann, birding, desert"
,09:00-18:00,"A UNESCO World Heritage archaeological site on Khadir Bet island in the Great Rann of Kutch, showcasing one of the largest and best‑preserved Harappan cities with a citadel, middle and lower town, sophisticated reservoirs and drainage, gateways, ceremonial grounds, and a cemetery with varied burial types.",09:00-18:00,2025-09-01,"massive water reservoirs, urban planning (citadel–middle–lower town), stone architecture, Harappan signboard with large glyphs, nearby site museum",,,,,,,,,"['Kutch Desert Wildlife Sanctuary', 'Great Rann of Kutch (White Desert)', 'Kala Dungar (Black Hill)', 'Fossil Park Khadirbet']","['history-buffs', 'educational', 'photographers', 'solo', 'group', 'families']",70.2136,,40,,,09:00-18:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,180,09:00-18:00,,09:00-18:00,,Dholavira (Harappan City),"Nov, Dec, Jan, Feb, Mar",0,09:00-18:00,Gujarat,,"Remote desert location; carry water, sun protection, and cash. Best light in morning/late afternoon; limited shade and amenities on-site. Permits/checkposts may apply when approaching via certain Rann routes; verify road conditions in monsoon.",P_00055,23.8886,4.8,Khadirbet (near Dholavira village),archaeological_site,,,600,09:00-18:00,,,,,India,,"Indus Valley Civilization, Harappan, UNESCO, archaeology, water management"
,06:00-18:30,"A striking river‑carved canyon of sandstone and shale about 35–40 km from Bhuj, nicknamed the Grand Canyon of Gujarat for its layered, wind‑and‑water sculpted gorges, seasonal pools, and vivid rock strata; access typically involves a short off‑road jeep ride from the parking area.",06:00-18:30,2025-09-01,"layered rock formations, mini grand canyon views, sunset photography, seasonal waterfall/pools",,,,,,,,,"['Bhuj (Aina Mahal, Prag Mahal)', 'Great Rann of Kutch (Dhordo)', 'Kutch Desert Wildlife Sanctuary', 'Kala Dungar']","['photographers', 'trekkers', 'nature', 'friends', 'solo', 'group']",69.584,,20,,,06:00-18:30,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,120,06:00-18:30,,06:00-18:30,,Kadiya Dhro (Grand Canyon of Kutch),"Nov, Dec, Jan, Feb",0,06:00-18:30,Gujarat,,"Local jeeps/guides operate from the last motorable point; expect bumpy off‑road sections. Wear sturdy shoes and avoid cliff edges. Water levels and a small waterfall appear in/after monsoon; occasional crocodile presence reported in pools—do not enter water. Carry water, sun protection, and cash.",P_00056,23.258,4.6,Near Kodki/Ulat (Bhuj),nature,,,20,06:00-18:30,,,,,India,,"canyon, geology, trekking, photography, offbeat"
200,"09:00-12:00,15:00-18:00","An 18th‑century palace in Darbargadh, Bhuj, famed for its mirror‑inlaid interiors, blue Delft tiles, chandeliers and European decorative arts blended with Kutchi craftsmanship; built under Rao Lakhpatji and designed by master artisan Ram Singh Malam, today functioning as a museum adjacent to Prag Mahal.","09:00-12:00,15:00-18:00",2025-09-01,,,0,,Kutch,,,"['Plan 45–75 minutes for galleries; combine with Prag Mahal next door', 'Low‑light interiors—phones work fine; avoid flash if restricted', 'Mid‑morning or late‑afternoon visits offer softer interior lighting', 'Carry cash for local tickets and small camera fee if applicable']",,"['Prag Mahal', 'Bhujodi craft village', 'Kutch Museum', 'Hamirsar Lake', 'Great Rann of Kutch (Dhordo)']","['history-buffs', 'photographers', 'families', 'students', 'solo', 'groups']",69.664,,,,20,"09:00-12:00,15:00-18:00",,"{'wheelchair': 'partial', 'parking': True, 'restrooms': True, 'guides_available': True}",,60,"09:00-12:00,15:00-18:00",50,"09:00-12:00,15:00-18:00",,Aina Mahal (Palace of Mirrors),"Nov, Dec, Jan, Feb, Mar",,"09:00-12:00,15:00-18:00",Gujarat,,Timings and ticket amounts can change during holidays or maintenance; limited air‑conditioning inside galleries—summer afternoons can be warm.,P_00057,23.246,4.6,Bhuj,heritage_palace_museum,,,,Closed,,,,,India,"['Hall of Mirrors and gilded mirror panels', 'Audience Hall, Pleasure Hall, Darbar Hall', 'European clocks, mechanical toys, ceramics and glassware displays', 'Restoration after 2001 earthquake; museum galleries open to visitors']","heritage, museum, architecture, Indo-European, 18th century"
,,"Anjar is among the oldest towns in Kutch (traditionally dated to the 7th century), known for historic temples and shrines, the Jesal–Toral Samadhi, and a living tradition of metal and craft markets; it sits about 40 km southeast of Bhuj and 25–30 km from Kandla/Mundra corridors.",,2025-09-01,,,,"{'nearest_city': 'Bhuj', 'nearest_airport': 'Bhuj (BHJ)', 'rail': 'Anjar Railway Station (links to Bhuj, Gandhidham, Ahmedabad)', 'road': 'Good road links to Bhuj, Gandhidham, Kandla, Mundra'}",Kutch,,,,,"['Bhuj (Aina Mahal, Prag Mahal, Kutch Museum)', 'Mandvi (Vijay Vilas Palace, beach)', 'Great Rann of Kutch (Dhordo)', 'Kutch Desert Wildlife Sanctuary', 'Jesal Toral fair and local temple circuits']","['culture-seekers', 'families', 'pilgrims', 'history-buffs', 'solo', 'group']",70.026,"['dabeli', 'local Gujarati thali', 'Kutchi snacks']",,,,,,"{'wheelchair': 'partial', 'public_transport': True, 'parking': True}",,120,,,,,Anjar,"Nov, Dec, Jan, Feb, Mar",,,Gujarat,,Summer is very hot; winter is pleasant for temple visits and walks. Many shrines observe modest dress and photography norms. Local markets are best explored on foot; carry cash for small purchases.,P_00058,23.113,,,town,,,,,,,,,India,"['Jesal–Toral Samadhi (central spiritual landmark)', 'Madhavrai and Bhareswar Mahadev temples', 'Ajaypal/Ajepal shrines and Pinjora Pir dargah', 'Local bazaars with metalwork and daily-use handicrafts', 'Annual fairs and folk traditions tied to Jesal–Toral lore']","heritage, temples, handicrafts, Jesal-Toral, history"
,,"Historic pilgrimage village centered on the Desh Devi Ashapura Mata Temple, the patron deity of Kutch and the kuldevi of the former Jadeja rulers; attracts large footfalls during Navratri with special arrangements for yatris and extended darshan hours.",,2025-09-01,,,,,Kutch,"{'bhuj_km': 100, 'rann_of_kutch_dhordo_km': 120, 'narayan_sarovar_km': 60, 'koteshwar_temple_km': 62}",,,,"['Narayan Sarovar', 'Koteshwar Mahadev Temple', 'Lakhpat Fort and Gurudwara', 'Great Rann of Kutch (White Desert)', 'Bhuj (Aina Mahal, Prag Mahal)']","['pilgrims', 'families', 'culture_seekers', 'history_buffs', 'solo', 'groups']",68.94,,,,,,"{'dharmashala_camps': 'available during Navratri; basic shared halls and rooms managed by trust', 'local_eateries': 'simple Gujarati meals and snacks near the temple precinct'}","{'wheelchair': 'partial', 'public_transport': True, 'parking': True, 'roads': 'good highway access; village approach can be busy during festivals'}",Lakhpat,60,,,,"{'deity': 'Ashapura Mata (Desh Devi)', 'aarti_timings': {'mangla_darshan': '05:00', 'dhoop_aarti': '09:00', 'sandhya_aarti': 'At sunset'}, 'festival_highlights': ['Ashvin Navratri', 'Chaitra Navratri'], 'facilities': ['shoe-keeping stalls', 'drinking water', 'rest areas', 'pilgrim camps during Navratri']}",Mata no Madh (Ashapura Mata Temple),"Oct, Nov, Dec, Jan, Feb, Mar",,,Gujarat,,Expect very large crowds during Ashvin Navratri; carry modest attire and cash for offerings; check current darshan schedule before travel.,P_00059,23.54,,,temple_town,Mata no Madh,,,,,,,,India,,"pilgrimage, Ashapura Mata, Navratri, heritage, Kutch"
,10:00-17:00,"Gujarat’s oldest museum (est. 1877) opposite Hamirsar Lake, displaying Kutch archaeology, textiles, tribal ethnography, numismatics, and the famed seven‑tusked wooden Airavat sculpture.",10:00-17:00,2025-09-01,"oldest museum of Gujarat, Airavat seven‑tusked elephant, Kshatrapa inscriptions collection",,,,,,,,,,,69.6664,,20,,,10:00-17:00,,,,60,10:00-17:00,,10:00-17:00,,Kutch Museum,"Nov, Dec, Jan, Feb, Mar",0,Closed,Gujarat,,Closed on Wednesdays and some public holidays; carry cash for tickets and optional camera fee; combine visit with nearby Aina Mahal and Prag Mahal.,P_00060,23.2486,4.5,Bhuj,museum,,,,10:00-17:00,,,,,India,,"heritage, museum, textiles, epigraphy, ethnography"
,00:00-24:00,"A 450-year-old man-made lake at the heart of Bhuj, built under Rao Khengarji I and revived after the 2001 earthquake; popular for lakeside walks, views of nearby Aina Mahal and Prag Mahal, and the monsoon overflow tradition with thanksgiving puja.",00:00-24:00,2025-09-01,"central city oasis, Rajendra Park island garden, heritage walk views",,,,,,,,,,,69.664,,0,,,00:00-24:00,,,,45,00:00-24:00,,00:00-24:00,,Hamirsar Lake,"Oct, Nov, Dec, Jan, Feb, Mar",0,00:00-24:00,Gujarat,,"Evenings are pleasant for strolls; carry water in summer; combine with Aina Mahal, Prag Mahal, and Kutch Museum nearby.",P_00061,23.251,4.4,Bhuj,lake,,,,00:00-24:00,,,,,India,,"heritage, lake, walks, picnic, sunset"
,06:00-18:00,"A small protected grassland near Naliya dedicated to conserving the critically endangered Great Indian Bustard, also hosting harriers, eagles, foxes, and hyenas in semi‑arid scrub and fields.",06:00-18:00,2025-09-01,"Great Indian Bustard sightings, raptors and grassland birds, semi-arid landscapes",,,,,,,,,,,68.714,,0,,,06:00-18:00,,,,90,06:00-18:00,,06:00-18:00,,Kutch Bustard Sanctuary (Lala–Parjan),"Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Carry binoculars; maintain distance from wildlife; early morning and late afternoon offer best chances for sightings; access and viewing may require local guidance.,P_00062,23.219,4.4,Naliya (near Jakhau),nature,,,,06:00-18:00,,,,,India,,"birding, bustard, grassland, wildlife, photography"
,00:00-23:59,"Seasonal desert festival in the White Rann at Dhordo featuring tent stays, folk performances, crafts, and moonlit salt‑desert views.",00:00-23:59,2025-09-01,"full-moon desert views, folk music and dance",,,,,,,,,"['Bhuj', 'Kalo Dungar']",,69.7167,,0,,,00:00-23:59,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,1440,00:00-23:59,,00:00-23:59,,Rann Utsav (Kutch),"Nov, Dec, Jan, Feb",0,00:00-23:59,Gujarat,,Season typically runs late Oct to early Mar; plan around full‑moon nights; permits/checkpoints apply for White Rann access.,P_00063,23.7333,4.6,Dhordo (Kutch),festival,,,0,00:00-23:59,,,,,India,,"culture, desert, photography"
,00:00-23:59,"A wide sandy shoreline on the Arabian Sea near Mandvi town, known for calm waters, sunsets, camel rides, and food stalls.",00:00-23:59,2025-09-01,"sunset views, camel and ATV rides",,,,,,,,,"['Vijay Vilas Palace', '72 Jinalaya (Bauter Jainalay)']",,69.3524,,0,,,00:00-23:59,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,00:00-23:59,,00:00-23:59,,Mandvi Beach,"Nov, Dec, Jan, Feb, Mar",0,00:00-23:59,Gujarat,,Weekends get crowded; evenings best for breeze and sunset; basic amenities and food stalls available.,P_00064,22.8333,4.4,Mandvi (Kutch),beach,,,0,00:00-23:59,,,,,India,,"sunset, water sports, photography"
,09:30-12:15,"A 19th-century palace in Bhuj known for its Italian Gothic–influenced architecture, grand Durbar Hall, and clock tower.",09:30-12:15,2025-09-01,"Durbar Hall, clock tower views",,,,,,,,,"['Aina Mahal', 'Hamirsar Lake']",,69.6683,,50,,,09:30-12:15,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,09:30-12:15,,09:30-12:15,,Prag Mahal,"Nov, Dec, Jan, Feb, Mar",20,09:30-12:15,Gujarat,,Often has an additional afternoon slot 15:00-17:45; modest dress and photography etiquette recommended.,P_00065,23.2548,4.4,Bhuj,heritage,,,200,09:30-12:15,,,,,India,,"architecture, history, photography"
,06:00-19:00,Highest point in Kutch with panoramic views of the White Rann and a 400-year-old Dattatreya temple.,06:00-19:00,2025-09-01,"sunset views over White Rann, Dattatreya temple rituals",,,,,,,,,"['India Bridge', 'Dhordo (White Rann)']",,69.8139,,0,,,06:00-19:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,90,06:00-19:00,,06:00-19:00,,Kala Dungar (Black Hill),"Nov, Dec, Jan, Feb, Mar",0,06:00-19:00,Gujarat,,Army jurisdiction area near border; photography may be restricted toward military zones; evenings offer best visibility.,P_00066,23.9342,4.5,Khavda (near Bhuj),viewpoint,,,0,06:00-19:00,,,,,India,,"scenic, temple, photography"
,00:00-23:59,"Major seaport on the Gulf of Kutch, officially Deendayal Port, handling high cargo volumes for western and northern India.",00:00-23:59,2025-09-01,"largest cargo volumes, natural tidal harbour",,,,,,,,,"['Gandhidham', 'Kandla Creek']",,70.2209,,0,,,00:00-23:59,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,00:00-23:59,,00:00-23:59,,Kandla Port (Deendayal Port),"Nov, Dec, Jan, Feb, Mar",0,00:00-23:59,Gujarat,,Restricted operational area; visitor access typically limited to authorized personnel or arranged tours/official visits.,P_00067,23.0003,4.4,Gandhidham (Kandla),port,,,0,00:00-23:59,,,,,India,,"maritime, cargo, industry"
,00:00-23:59,"India’s largest private commercial port and leading container hub on the Gulf of Kutch, operated within a port-based SEZ.",00:00-23:59,2025-09-01,"largest container throughput, deep-draft all-weather port",,,,,,,,,"['Mandvi Beach', 'Shri Mundra Dargah']",,69.7,,0,,,00:00-23:59,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,00:00-23:59,,00:00-23:59,,Mundra Port,"Nov, Dec, Jan, Feb, Mar",0,00:00-23:59,Gujarat,,Restricted operational area; access requires authorization or official arrangements; photography may be restricted in sensitive zones.,P_00068,22.746,4.5,Mundra (Kutch),port,,,0,00:00-23:59,,,,,India,,"maritime, cargo, industry"
,07:00-19:00,"A 1920s red-sandstone summer palace of the Kutch royals near Mandvi, noted for Rajput and Indo-Saracenic elements and sea-view terraces.",07:00-19:00,2025-09-01,"roof terrace sea views, red-sandstone jalis and domes",,,,,,,,,"['Mandvi Beach', '72 Jinalaya (Bauter Jainalay)']",,69.3439,,50,,,07:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,07:00-19:00,,07:00-19:00,,Vijay Vilas Palace,"Nov, Dec, Jan, Feb, Mar",20,07:00-19:00,Gujarat,,Portions may be a royal residence; photography usually allowed in exterior areas; combine with sunset at Mandvi Beach.,P_00069,22.8267,4.5,Mandvi (Kutch),heritage,,,200,07:00-19:00,,,,,India,,"architecture, history, photography"
,06:00-20:00,"A sacred lake and temple complex at the western edge of Kutch, revered as one of Hinduism’s Panch Sarovar and located near Koteshwar Mahadev.",06:00-20:00,2025-09-01,"Panch Sarovar status, Lakshmi-Narayan and Trikamray temples",,,,,,,,,"['Koteshwar Mahadev Temple', 'Narayan Sarovar Wildlife Sanctuary']",,68.5386,,0,,,06:00-20:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,90,06:00-20:00,,06:00-20:00,,Narayan Sarovar,"Nov, Dec, Jan, Feb, Mar",0,06:00-20:00,Gujarat,,Remote border-side location; limited public transport; fairs held in Chaitra and Kartik draw large pilgrim crowds.,P_00070,23.6751,4.4,Narayan Sarovar (Lakhpat),pilgrimage,,,0,06:00-20:00,,,,,India,,"temple, lake, history"
,06:00-18:30,"Open-jeep safari inside Gir National Park’s western range, a 3-hour guided trail offering chances to spot Asiatic lions, leopards, deer, and rich birdlife.",06:00-18:30,2025-09-01,"Asiatic lion sightings, guided jeep routes",,,,,,,,,"['Devaliya Safari Park', 'Crocodile Breeding Centre']",,70.796,,0,,,06:00-18:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,180,06:00-18:30,,06:00-18:30,,Jeep Safari in Gir Jungle Trail (Gir West),"Nov, Dec, Jan, Feb, Mar",0,06:00-18:30,Gujarat,,Safaris run in fixed slots (morning/midday/evening); advance online permit booking is mandatory; closed during monsoon (typically mid-Jun to mid-Oct).,P_00071,21.124,4.6,Sasan Gir,wildlife,,,0,06:00-18:30,,,,,India,,"safari, wildlife, photography"
,07:00-17:55,A fenced 4.12-sq-km interpretation zone near Sasan Gir offering short bus and jeep safaris with high chances of viewing Asiatic lions and other Gir fauna.,07:00-17:55,2025-09-01,"lion sightings, bus and jeep safaris",,,,,,,,,"['Gir Jungle Trail (Sasan Gir)', 'Somnath Temple']",,70.7,,0,,,07:00-17:55,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,07:00-17:55,,07:00-17:55,,Devalia Safari Park (Gir Interpretation Zone),"Nov, Dec, Jan, Feb, Mar",0,closed,Gujarat,,Hourly bus safaris and fixed jeep slots; online permits required; typically closed on Wednesdays; peak visibility in mornings and late afternoons.,P_00072,21.12,4.5,Sasan Gir,wildlife,,,0,07:00-17:55,,,,,India,,"safari, wildlife, photography"
,06:00-18:00,"Guided nature trails and birding sessions around Sasan Gir’s forest edge and riparian zones, targeting over 250–300 resident and migratory species along with interpretive natural history.",06:00-18:00,2025-09-01,"Indian pitta sightings, Crested Serpent Eagle and owls",,,,,,,,,"['Gir Jungle Trail', 'Devalia Safari Park']",,70.802,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:00-18:00,,06:00-18:00,,Gir Nature Walks & Birdwatching,"Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Most walks operate at dawn and late afternoon with naturalists; binoculars essential; prime birding months are Nov–Feb when migrants arrive.,P_00073,21.136,4.6,Sasan Gir,wildlife,,,0,06:00-18:00,,,,,India,,"nature walk, birdwatching, photography"
,06:00-18:00,"Rock‑fill embankment dam on the Hiran River inside Gir National Park, noted for crocodiles and rich birdlife amid scenic forest surroundings.",06:00-18:00,2025-09-01,"mugger crocodile sightings, monsoon and winter birding",,,,,,,,,"['Gir Jungle Trail', 'Devalia Safari Park']",,70.6622,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,60,06:00-18:00,,06:00-18:00,,Kamleshwar Dam (Hiran-I Dam),"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Inside protected forest; access may require safari/permit; dawn and late afternoon are best for wildlife viewing.,P_00074,21.1983,4.4,Sasan Gir (Junagadh),viewpoint,,,0,06:00-18:00,,,,,India,,"lake, birdwatching, photography"
,06:00-18:00,"A revered shrine to Shri Kankeshwari Mataji located deep inside Gir Wildlife Sanctuary, accessed by day-time forest routes amid lion habitat.",06:00-18:00,2025-09-01,"forest pilgrimage route, occasional lion proximity",,,,,,,,,"['Banej Mahadev Temple', 'Devalia Safari Park']",,70.741,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,90,06:00-18:00,,06:00-18:00,,Kankai Mata Temple,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Daytime entry only via forest checkpoints; permissions and exit before sunset are typically required; carry water and fuel due to remote location.,P_00075,21.147,4.5,Gir (Junagadh),pilgrimage,,,0,06:00-18:00,,,,,India,,"temple, forest, pilgrimage"
,06:30-20:00,"A hilltop shrine dedicated to Lord Vishnu (Shyam) within the Gir forest, famed for three sulphur hot springs of varying temperatures and a serene forest setting.",06:30-20:00,2025-09-01,"sulphur hot springs, forest pilgrimage setting",,,,,,,,,"['Anti-Gravity Hill stretch', 'Sasan Gir (Gir Jungle Trail)']",,70.7,,0,,,06:30-20:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:30-20:00,,06:30-20:00,,Tulsi Shyam Temple & Hot Springs,"Nov, Dec, Jan, Feb, Mar",0,06:30-20:00,Gujarat,,"Temple access involves steep steps; basic dharamshala accommodation available; follow forest timings due to wildlife, with restricted movement after dark.",P_00076,21.05,4.5,Tulsishyam (Gir Forest),pilgrimage,,,0,06:30-20:00,,,,,India,,"temple, hot springs, nature"
,06:00-18:30,"A perennial cascade on the Shingoda River near Jamvala village by Kodinar, set in rocky forested terrain with a plunge pool and seasonal monsoon swell.",06:00-18:30,2025-09-01,"monsoon flow, rocky plunge pool",,,,,,,,,"['Sasan Gir', 'Tulsishyam']",,70.6167,,0,,,06:00-18:30,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,90,06:00-18:30,,06:00-18:30,,Jamjir Waterfalls (near Kodinar),"Jul, Aug, Sep, Oct, Nov",0,06:00-18:30,Gujarat,,"Short rocky walk from parking; slippery rocks and deep pool—avoid swimming; limited facilities, carry water; wildlife may be present.",P_00077,20.9167,4.3,Jamvala (Kodinar),nature,,,0,06:00-18:30,,,,,India,,"waterfall, hiking, photography"
,06:00-18:00,"A secluded Shiva temple deep inside Gir Sanctuary, set by a forest stream and reached via day-time forest tracks through lion habitat.",06:00-18:00,2025-09-01,"remote forest setting, proximity to wildlife",,,,,,,,,"['Kankai Mata Temple', 'Devalia Safari Park']",,70.78,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,90,06:00-18:00,,06:00-18:00,,Banej Forest Temple,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Forest entry typically allowed only in daylight with checkpoint permissions; exit before sunset is required; avoid riverbanks due to crocodiles.,P_00078,21.17,4.5,Gir (Junagadh),pilgrimage,,,0,06:00-18:00,,,,,India,,"temple, forest, pilgrimage"
,08:00-18:00,"Guided cultural visits to Maldhari nesses (pastoral herders) and Siddi settlements (Afro-Indian community, e.g., Jambur) around Gir, showcasing livelihoods, crafts, music, and coexistence with the forest.",08:00-18:00,2025-09-01,"Maldhari pastoral life, Siddi Dhamal dance",,,,,,,,,"['Gir Jungle Trail', 'Devalia Safari Park']",,70.8,,0,,,08:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,150,08:00-18:00,,08:00-18:00,,Maldhari and Siddis Villages Visit,"Nov, Dec, Jan, Feb, Mar",0,08:00-18:00,Gujarat,,Visits should be arranged respectfully via authorized guides or community liaisons; photography only with consent; some areas near forest require daytime entry.,P_00079,21.17,4.6,Sasan Gir region,cultural,,,0,08:00-18:00,,,,,India,,"tribal culture, village visit, photography"
,10:00-20:00,"Seasonal events in and around Sasan Gir that feature folk music, crafts, mango-themed fairs, and community melas alongside the wildlife tourism season.",10:00-20:00,2025-09-01,"cultural shows, mango fairs and crafts",,,,,,,,,"['Gir Jungle Trail', 'Devalia Safari Park']",,70.8,,0,,,10:00-20:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,180,10:00-20:00,,10:00-20:00,,Gir Summer Festival & Local Melas,"Apr, May",0,10:00-20:00,Gujarat,,Events and dates vary by year; a month-long Gir Summer Festival has been organized historically with cultural programs and mango exhibitions; check current schedules locally.,P_00080,21.1667,4.4,Sasan Gir,festival,,,0,10:00-20:00,,,,,India,,"culture, mela, music"
,07:30-12:00;14:30-21:00,"Seaside shrine at Prabhas Patan revered as the first of the twelve Jyotirlingas of Shiva, reconstructed in the Māru-Gurjara style on the Arabian Sea coast.",07:30-12:00;14:30-21:00,2025-09-01,"first Jyotirlinga, sound-and-light show",,,,,,,,,"['Triveni Sangam Ghat', 'Bhalka Tirth', 'Prabhas Patan Museum']",,70.4014,,0,,,07:30-12:00;14:30-21:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,90,07:30-12:00;14:30-21:00,,07:30-12:00;14:30-21:00,,Somnath Jyotirlinga Temple,"Oct, Nov, Dec, Jan, Feb",0,07:30-12:00;14:30-21:00,Gujarat,,Evening aarti and nightly sound-and-light show draw crowds; strict security with no cameras/phones inside sanctum; coastal winds can be strong.,P_00081,20.888,4.7,Prabhas Patan (Somnath),pilgrimage,,,0,07:30-12:00;14:30-21:00,,,,,India,,"temple, jyotirlinga, history"
,06:00-18:00,"A narrow cave-temple near Triveni Sangam in Somnath, associated with the Pandavas’ worship of Maa Hinglaj and featuring small shrines to deities within a confined grotto.",06:00-18:00,2025-09-01,"Hinglaj Mata association, narrow cave steps",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Triveni Sangam Ghat', 'Suraj Mandir']",,70.4075,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,30,06:00-18:00,,06:00-18:00,,Panch Pandav Gufa (Hinglaj Mataji Gufa),"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Entrance is tight with steep steps; seniors may find access difficult; combine with nearby temples in the Somnath circuit.,P_00082,20.8889,4.3,Somnath,pilgrimage,,,0,06:00-18:00,,,,,India,,"temple, cave, history"
,06:00-18:30,"Sacred site associated with Lord Krishna’s final moments, featuring a sandstone temple complex and sacred trees en route to Veraval.",06:00-18:30,2025-09-01,"Krishna legend of Jara’s arrow, peaceful temple complex",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Triveni Sangam Ghat', 'Dehotsarg Tirth']",,70.3619,,0,,,06:00-18:30,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,06:00-18:30,,06:00-18:30,,Bhalka Tirth,"Oct, Nov, Dec, Jan, Feb",0,06:00-18:30,Gujarat,,Evenings are serene for darshan; combine with Somnath temple circuit; basic amenities available nearby.,P_00083,20.8905,4.6,Somnath (Veraval),pilgrimage,,,0,06:00-18:30,,,,,India,,"temple, krishna, history"
